position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
1,The National Museum of Modern Art Tokyo,"3-1 Kitanomarukoen, Chiyoda City, Tokyo 102-0091, Japan",https://www.momat.go.jp/,+81 50-5541-8600,,4.3,6508,,https://lh5.googleusercontent.com/p/AF1QipNA1pBTaJnXBYx7mzoE1sv5KKQKe62fMCOsApTv=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""Closed"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""Closed"",
  ""friday"": ""Closed"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed""
}",ChIJL0kSfg2MGGARKv5KX53ZZ2Y,0x60188c0d7e12492f:0x6667d99d5f4afe2a,7379105784401690154,"{
  ""latitude"": 35.6905432,
  ""longitude"": 139.7546932
}"
2,teamLab Borderless: MORI Building DIGITAL ART MUSEUM,"Azabudai Hills Garden Plaza B, B1, 5 Chome-９ Toranomon, Minato City, Tokyo 106-0041, Japan",https://www.teamlab.art/jp/e/tokyo/,+81 3-6230-9666,,4.6,21534,,https://lh5.googleusercontent.com/p/AF1QipMZlHg1xIQnZ6MFeGyztJH4--C10SUGrS29QAnq=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Museum""
]",,Open ⋅ Closes 9 PM,"{
  ""monday"": ""9 AM–9 PM"",
  ""tuesday"": ""9 AM–9 PM"",
  ""wednesday"": ""9 AM–9 PM"",
  ""thursday"": ""9 AM–9 PM"",
  ""friday"": ""9 AM–9 PM"",
  ""saturday"": ""9 AM–9 PM"",
  ""sunday"": ""9 AM–9 PM""
}",ChIJQ5Sa1PqJGGARUSaNKKOrMVg,0x601889fad49a9443:0x5831aba3288d2651,6355049266444838481,"{
  ""latitude"": 35.6620689,
  ""longitude"": 139.7432671
}"
3,Mori Art Museum,"Roppongi Hills Mori Tower, 53階, 6 Chome-10-1 Roppongi, Minato City, Tokyo 106-6150, Japan",https://www.mori.art.museum/jp/,+81 50-5541-8600,,4.3,6305,,https://lh5.googleusercontent.com/p/AF1QipOb-PCZfIWxLUC4tSG-YVBQoK_1g-ElM41bRsz3=w122-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Museum""
]",,Open ⋅ Closes 10 PM,"{
  ""monday"": ""10 AM–10 PM"",
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–10 PM"",
  ""thursday"": ""10 AM–10 PM"",
  ""friday"": ""10 AM–10 PM"",
  ""saturday"": ""10 AM–10 PM"",
  ""sunday"": ""10 AM–10 PM""
}",ChIJg5RCD3eLGGAR6dbIHRM98w8,0x60188b770f429483:0xff33d131dc8d6e9,1149329482222982889,"{
  ""latitude"": 35.6604621,
  ""longitude"": 139.7292785
}"
4,Tokyo National Museum,"13-9 Uenokoen, Taito City, Tokyo 110-8712, Japan",https://www.tnm.jp/,+81 50-5541-8600,,4.5,25959,,https://lh5.googleusercontent.com/p/AF1QipMrcT0XMplJouURT1a7ECLpU731Z9hOZML5CBX7=w163-h92-k-no,,National museum,"[
  ""National museum"",
  ""Art museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""9:30 AM–5 PM"",
  ""wednesday"": ""9:30 AM–5 PM"",
  ""thursday"": ""9:30 AM–5 PM"",
  ""friday"": ""9:30 AM–8 PM"",
  ""saturday"": ""9:30 AM–8 PM"",
  ""sunday"": ""9:30 AM–5 PM""
}",ChIJEX3XFIOOGGAR3XdJvRjWLyM,0x60188e8314d77d11:0x232fd618bd4977dd,2535480516976146397,"{
  ""latitude"": 35.7188351,
  ""longitude"": 139.7765215
}"
5,Artizon Museum,"1 Chome-7-2 Kyobashi, Chuo City, Tokyo 104-0031, Japan",https://www.artizon.museum/,+81 50-5541-8600,,4.6,2139,,https://lh5.googleusercontent.com/p/AF1QipMPhjaNnDIQFn3yrxZjMbYCOhImb3AQOpy3AREw=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Restaurant""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM""
}",ChIJOzAxseKLGGARWxBlxNWWRPs,0x60188be2b131303b:0xfb4496d5c465105b,18105762246803394651,"{
  ""latitude"": 35.678841399999996,
  ""longitude"": 139.7716322
}"
6,"Currency Museum, Institute for Monetary and Economic Studies, Bank of Japan","日本銀行分館内, 1 Chome-3-1 Nihonbashihongokucho, Chuo City, Tokyo 103-0021, Japan",http://www.imes.boj.or.jp/cm/index.html,+81 3-3277-3037,,4.2,2086,,https://lh5.googleusercontent.com/p/AF1QipNledL2gnJWDzeLsQIPGaaIbwYlmH0FShIRUMem=w124-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""9:30 AM–4:30 PM"",
  ""wednesday"": ""9:30 AM–4:30 PM"",
  ""thursday"": ""9:30 AM–4:30 PM"",
  ""friday"": ""9:30 AM–4:30 PM"",
  ""saturday"": ""9:30 AM–4:30 PM"",
  ""sunday"": ""9:30 AM–4:30 PM""
}",ChIJYT_QOf6LGGAR2l2t7xZpFMs,0x60188bfe39d03f61:0xcb146916efad5dda,14633436636464897498,"{
  ""latitude"": 35.685461499999995,
  ""longitude"": 139.7716826
}"
7,Edo-Tokyo Museum,"1 Chome-4-1 Yokoami, Sumida City, Tokyo 130-0015, Japan",https://www.edo-tokyo-museum.or.jp/,+81 3-3626-9974,,4.4,12658,,https://lh5.googleusercontent.com/p/AF1QipPsiAnAWUkQtmZmCGgMxaaszcZASrZpCtjnW223=w122-h92-k-no,,History museum,"[
  ""History museum"",
  ""Cultural institution"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Tue,"{
  ""monday"": ""9:30 AM–5:30 PM"",
  ""tuesday"": ""9:30 AM–5:30 PM"",
  ""wednesday"": ""9:30 AM–5:30 PM"",
  ""thursday"": ""9:30 AM–5:30 PM"",
  ""friday"": ""9:30 AM–5:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed""
}",ChIJOWXu4TSJGGAR07vEEi8fZAw,0x60188934e1ee6539:0xc641f2f12c4bbd3,892872913165007827,"{
  ""latitude"": 35.6965972,
  ""longitude"": 139.7957336
}"
8,ART AQUARIUM MUSEUM,"Japan, 〒104-8212 Tokyo, Chuo City, Ginza, 4 Chome−6−16, 9階入場口, 三越新館 9階",https://artaquarium.jp/,+81 3-3528-6721,,4.1,3891,,https://lh5.googleusercontent.com/p/AF1QipNuOchEopDdNIadc8cOu5g1qusyIRfpOKzTfm3f=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Aquarium"",
  ""Art gallery"",
  ""Goldfish store"",
  ""Modern art museum"",
  ""Museum"",
  ""Theme park"",
  ""Tourist attraction""
]",,Closes soon ⋅ 7 PM ⋅ Opens 10 AM Tue,"{
  ""monday"": ""10 AM–7 PM"",
  ""tuesday"": ""10 AM–7 PM"",
  ""wednesday"": ""10 AM–7 PM"",
  ""thursday"": ""10 AM–7 PM"",
  ""friday"": ""10 AM–7 PM"",
  ""saturday"": ""10 AM–7 PM"",
  ""sunday"": ""10 AM–7 PM""
}",ChIJ6UVSHl2JGGARDurMrMPwvdk,0x6018895d1e5245e9:0xd9bdf0c3acccea0e,15689961400037075470,"{
  ""latitude"": 35.6713698,
  ""longitude"": 139.7657375
}"
9,Minato Science Museum,"3 Chome-6-9 Toranomon, Minato City, Tokyo 105-0001, Japan",https://minato-kagaku.tokyo/,+81 3-6381-5041,,4.5,533,,https://lh5.googleusercontent.com/p/AF1QipMuEWDWjST5QP_QucwblW8Y4T0vb1Gfv_8IGmDb=w122-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Museum""
]",,Open ⋅ Closes 8 PM,"{
  ""monday"": ""9 AM–8 PM"",
  ""tuesday"": ""9 AM–8 PM"",
  ""wednesday"": ""9 AM–8 PM"",
  ""thursday"": ""9 AM–8 PM"",
  ""friday"": ""9 AM–8 PM"",
  ""saturday"": ""9 AM–8 PM"",
  ""sunday"": ""9 AM–8 PM""
}",ChIJweGomtWLGGARsXBu2LArcKw,0x60188bd59aa8e1c1:0xac702bb0d86e70b1,12425479410460553393,"{
  ""latitude"": 35.6657665,
  ""longitude"": 139.7458724
}"
10,Panasonic Shiodome Museum of Art,"Panasonic Tokyo Shiodome Building, 4階, 1 Chome-5-1 Higashishinbashi, Minato City, Tokyo 105-8301, Japan",https://panasonic.co.jp/ew/museum/,+81 50-5541-8600,,4,1623,,https://lh5.googleusercontent.com/p/AF1QipOmUFAowa0ELvpHrnRakRsxtkDexn3puLED4qTF=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Art gallery"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""10 AM–6 PM"",
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""Closed"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM""
}",ChIJ6Sypp8KLGGAR4lmmX-zFFmo,0x60188bc2a7a92ce9:0x6a16c5ec5fa659e2,7644515036515686882,"{
  ""latitude"": 35.6659066,
  ""longitude"": 139.7619241
}"
11,Extinct Media Museum,"楓ビル 1階, 2 Chome-3-6 Uchikanda, Chiyoda City, Tokyo 101-0047, Japan",https://extinct-media-museum.blog.jp/otemachi/,+81 3-5256-5700,,4.6,47,,https://lh5.googleusercontent.com/p/AF1QipOfupEePDMGEP1eqWZCwQtYixWt1g6qjjh5_0A=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,,,ChIJ0ROVLn-NGGAREqgBMH575yI,0x60188d7f2e9513d1:0x22e77b7e3001a812,2515114698811222034,"{
  ""latitude"": 35.689636799999995,
  ""longitude"": 139.76790359999998
}"
12,Mitsubishi Ichigokan Museum,"2 Chome-6-2 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan",http://mimt.jp/,+81 3-5777-8600,,4.3,3047,,https://lh5.googleusercontent.com/p/AF1QipMf944KH2bO0GqsVbmn6FHw-1rOJ9N-ci_HzCFy=w138-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Art gallery"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM""
}",ChIJuyY-ZfqLGGAREYR9A10IXPQ,0x60188bfa653e26bb:0xf45c085d037d8411,17607957838695334929,"{
  ""latitude"": 35.6785286,
  ""longitude"": 139.7633347
}"
13,Meteorological Science Museum by the Japan Meteorological Agency (JMA),"3 Chome-6-9 Toranomon, Minato City, Tokyo 105-0001, Japan",https://www.jma.go.jp/jma/kishou/intro/kagakukan.html,+81 3-6758-3900,,4.3,151,,https://lh5.googleusercontent.com/p/AF1QipP3KXJi3Z1kapYheN28PQkRZ_xf_On4y7i5uYNE=w122-h92-k-no,TRUE,Science museum,"[
  ""Science museum""
]",,Open ⋅ Closes 8 PM,"{
  ""monday"": ""9 AM–8 PM"",
  ""tuesday"": ""9 AM–8 PM"",
  ""wednesday"": ""9 AM–8 PM"",
  ""thursday"": ""9 AM–8 PM"",
  ""friday"": ""9 AM–8 PM"",
  ""saturday"": ""9 AM–8 PM"",
  ""sunday"": ""9 AM–8 PM""
}",ChIJxXp6hoaNGGARAMCSyLD_HVA,0x60188d86867a7ac5:0x501dffb0c892c000,5773051432103231488,"{
  ""latitude"": 35.665625299999995,
  ""longitude"": 139.7460642
}"
14,Museum Tower Kyobashi,"1 Chome-7-2 Kyobashi, Chuo City, Tokyo 104-0031, Japan",https://museumtower-kyobashi.com/,,,4.3,228,,https://lh5.googleusercontent.com/p/AF1QipOc8EAx99Ark0hktjUsNTbkC-VaUrJKHOLirsk=w80-h106-k-no,,Corporate office,"[
  ""Corporate office"",
  ""Art museum""
]",,,,ChIJa4UeHTyLGGARB5-RqkFiJ8c,0x60188b3c1d1e856b:0xc7276241aa919f07,14350546771813441287,"{
  ""latitude"": 35.6788272,
  ""longitude"": 139.7719545
}"
15,Mitsui Memorial Museum,"Mitsui Main Building, 7階, 2 Chome-1-1 Nihonbashimuromachi, Chuo City, Tokyo 103-0022, Japan",https://www.mitsui-museum.jp/,+81 50-5541-8600,,4.2,1543,,https://lh5.googleusercontent.com/p/AF1QipOaPyJ8fS6_e804Ff3satm-h5pBWT_cdfSlOQ3N=w122-h92-k-no,,Art museum,"[
  ""Art museum""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM""
}",ChIJg3g_gVWJGGARpjEAinYaW5I,0x60188955813f7883:0x925b1a768a0031a6,10546052048841879974,"{
  ""latitude"": 35.6867991,
  ""longitude"": 139.7735492
}"
16,Science and Technology Museum,"2-1 Kitanomarukoen, Chiyoda City, Tokyo 102-0091, Japan",https://www.jsf.or.jp/,+81 3-3212-8544,,4.1,3634,,https://lh5.googleusercontent.com/p/AF1QipPuzSuqgwDbSFIq14liRLPkOktwnaDPUbwJGRkQ=w163-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Tue,"{
  ""monday"": ""9:30 AM–4:50 PM"",
  ""tuesday"": ""9:30 AM–4:50 PM"",
  ""wednesday"": ""9:30 AM–4:50 PM"",
  ""thursday"": ""9:30 AM–4:50 PM"",
  ""friday"": ""9:30 AM–4:50 PM"",
  ""saturday"": ""9:30 AM–4:50 PM"",
  ""sunday"": ""9:30 AM–4:50 PM""
}",ChIJdfZ2xRKMGGARQSyxv6wfzw8,0x60188c12c576f675:0xfcf1facbfb12c41,1139164057558920257,"{
  ""latitude"": 35.691589,
  ""longitude"": 139.75306899999998
}"
17,Pola Museum Annex,"Japan, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−7−7, ポーラ銀座ビル3階",http://www.po-holdings.co.jp/m-annex/,+81 50-5541-8600,,4.2,469,,https://lh5.googleusercontent.com/p/AF1QipOUnKNobPq9Dz-IXcyQ72gAP5-v0J5_EJmSOBqr=w122-h92-k-no,,Art gallery,"[
  ""Art gallery"",
  ""Art museum"",
  ""Tourist attraction""
]",,Closes soon ⋅ 7 PM ⋅ Opens 11 AM Tue,"{
  ""monday"": ""11 AM–7 PM"",
  ""tuesday"": ""11 AM–7 PM"",
  ""wednesday"": ""11 AM–7 PM"",
  ""thursday"": ""11 AM–7 PM"",
  ""friday"": ""11 AM–7 PM"",
  ""saturday"": ""11 AM–7 PM"",
  ""sunday"": ""11 AM–7 PM""
}",ChIJM7rZi-OLGGARkL-rCS_OHyw,0x60188be38bd9ba33:0x2c1fce2f09abbf90,3179486563367894928,"{
  ""latitude"": 35.6742613,
  ""longitude"": 139.767948
}"
18,Police Museum,"3 Chome-5-1 Kyobashi, Chuo City, Tokyo 104-0031, Japan",https://www.keishicho.metro.tokyo.lg.jp/about_mpd/welcome/welcome/museum_tour.html,+81 3-3581-4321,,4.1,2419,,https://lh5.googleusercontent.com/p/AF1QipMMCaanQaAHr8gdFE-X762nntCHi7RhDa4kYTB_=w163-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""History museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9:30 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""9:30 AM–4 PM"",
  ""wednesday"": ""9:30 AM–4 PM"",
  ""thursday"": ""9:30 AM–4 PM"",
  ""friday"": ""9:30 AM–4 PM"",
  ""saturday"": ""9:30 AM–4 PM"",
  ""sunday"": ""9:30 AM–4 PM""
}",ChIJV8wGu-OLGGAR1HVqNbP6r2c,0x60188be3bb06cc57:0x67affab3356a75d4,7471465954433201620,"{
  ""latitude"": 35.6751199,
  ""longitude"": 139.76954089999998
}"
19,CREATIVE MUSEUM TOKYO,"Japan, 〒104-0031 Tokyo, Chuo City, Kyobashi, 1 Chome−7−1, TODA BUILDING 6階",https://creative-museum.tokyo/,,,4.3,126,,https://lh5.googleusercontent.com/p/AF1QipO3wQk5odlJ-T6rI4nJj-h0f9bjREEoPP6PjDni=w114-h92-k-no,,Museum,"[
  ""Museum"",
  ""Art gallery""
]",,Open ⋅ Closes 8 PM,"{
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM""
}",ChIJocRqFr-LGGARmVhVGLXS0L0,0x60188bbf166ac4a1:0xbdd0d2b518555899,13677663743563356313,"{
  ""latitude"": 35.6783071,
  ""longitude"": 139.771662
}"
20,Tokyo Station Gallery,"1 Chome-9-1 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan",http://www.ejrcf.or.jp/gallery/,+81 3-3212-2485,,4.3,2251,,https://lh5.googleusercontent.com/p/AF1QipPzpbQhcIt8GrPoFMZhJbgPkT_f1f6q5tHPR04J=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Art gallery"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–8 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM""
}",ChIJtxODuv6LGGAR4xf7X3WayX0,0x60188bfeba8313b7:0x7dc99a755ffb17e3,9063945553971976163,"{
  ""latitude"": 35.6824361,
  ""longitude"": 139.7665257
}"
1,Central Museum Ginza,"3 Chome-9-11 Ginza, Chuo City, Tokyo 104-0061, Japan",http://central-museum.jp/,+81 3-3546-5855,,3.9,149,,https://lh5.googleusercontent.com/p/AF1QipM7T-MaLCUwDiFuwaXk1VMfl1yKHX_3Ent2zD8a=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""10 AM–6 PM"",
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM""
}",ChIJu2ZczOaLGGARqyh2nbbn8gk,0x60188be6cc5c66bb:0x9f2e7b69d7628ab,716890062217160875,"{
  ""latitude"": 35.6712864,
  ""longitude"": 139.7675755
}"
2,Toshoshibusawa Museum,"Marunouchi Nijubashi Bldg, 6F, 3 Chome-2-2 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan",https://www.tokyo-cci.or.jp/shibusawa/activity/index.html,+81 3-3283-7857,,4.3,4,,https://lh5.googleusercontent.com/p/AF1QipP9z6eIqmpIkRYlGUT2RPL9uo6CfT0r52f8U6KQ=w122-h92-k-no,TRUE,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10:30 AM Tue,"{
  ""monday"": ""10:30 AM–4:30 PM"",
  ""tuesday"": ""10:30 AM–4:30 PM"",
  ""wednesday"": ""10:30 AM–4:30 PM"",
  ""thursday"": ""10:30 AM–4:30 PM"",
  ""friday"": ""10:30 AM–4:30 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed""
}",ChIJYVwioWaLGGARik3uN8piJV0,0x60188b66a1225c61:0x5d2562ca37ee4d8a,6711879440326872458,"{
  ""latitude"": 35.6777386,
  ""longitude"": 139.7617602
}"
3,Seikado Bunko Art Museum,"千代田区丸の内2-1-1 明治生命館1F, 2 Chome-1-1 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan",https://www.seikado.or.jp/,+81 50-5541-8600,,4.3,960,,https://lh5.googleusercontent.com/p/AF1QipPx3ZrM4WAJCvoMEug4H7mVkQiZIWwgFoSNIJ6R=w138-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Tue,"{
  ""monday"": ""Closed"",
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–5 PM""
}",ChIJz-ZkAQb0GGARLd-j4HlLkaM,0x6018f4060164e6cf:0xa3914b79e0a3df2d,11786284686637260589,"{
  ""latitude"": 35.6789407,
  ""longitude"": 139.7616559
}"
4,Mori Art Museum,"Roppongi Hills Mori Tower, 53階, 6 Chome-10-1 Roppongi, Minato City, Tokyo 106-6150, Japan",https://www.mori.art.museum/jp/,+81 50-5541-8600,,4.3,6305,,https://lh5.googleusercontent.com/p/AF1QipOb-PCZfIWxLUC4tSG-YVBQoK_1g-ElM41bRsz3=w122-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Museum""
]",,Open ⋅ Closes 10 PM,"{
  ""monday"": ""10 AM–10 PM"",
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–10 PM"",
  ""thursday"": ""10 AM–10 PM"",
  ""friday"": ""10 AM–10 PM"",
  ""saturday"": ""10 AM–10 PM"",
  ""sunday"": ""10 AM–10 PM""
}",ChIJg5RCD3eLGGAR6dbIHRM98w8,0x60188b770f429483:0xff33d131dc8d6e9,1149329482222982889,"{
  ""latitude"": 35.6604621,
  ""longitude"": 139.7292785
}"
